labels,text,text_de,text_fr
ham,"Hiya, probably coming home * weekend after next","Hiya, wahrscheinlich nach Hause kommen * Wochenende nach dem nächsten","Hiya, probablement rentrer à la maison * week-end après le prochain"
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,"Vergesst aber nicht, daß Ich euch liebe.... Und Ich gehe neben euch. Beobachte euch und halte euer Herz warm.","N'oublie pas que je t'aime... et que je marche à tes côtés, je veille sur toi et je garde ton cœur au chaud."
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,"Ich wünschte, die Dinge wären anders. Ich frage mich, wann ich in der Lage sein, Ihnen zu zeigen, wie viel ich schätzen Sie. Pls weiterhin die flotten Spaziergänge keine Drogen, ohne mich bitte fragen und finden Dinge zu lachen. Ich liebe dich sehr.",J'aimerais que les choses soient différentes. Je me demande quand je pourrai vous montrer combien je vous apprécie. Pls continue les marches rapides pas de drogue sans m'askiner s'il vous plaît et trouver des choses à rire. Je vous aime chèrement.
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,"Also, was machst du zum Abendessen, Tonite?","Alors, qu'est-ce que tu prépares pour le dîner?"
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,Gr8 neuer Service - Live-Sex-Video-Chat auf Ihrem Pöbel - sehen Sie die sexysten schmutzigsten Mädchen live auf ur Telefon - 4 Details Text geil auf 89070 zu kündigen senden STOP an 89070,Gr8 nouveau service - le chat vidéo de sexe en direct sur votre mafia - voir les filles les plus sales et sexy en direct sur ur téléphone - 4 détails texte excité à 89070 pour annuler envoyer STOP à 89070
ham,I have no money 4 steve mate! !,Ich habe kein Geld 4 Steve Kumpel!,Je n'ai pas d'argent!
ham,IM LATE TELLMISS IM ON MY WAY,IM LATE TELLMISS AUF MEINEM WEG,JE LAIS TÉLÉCHARGER JE SUIS EN VOIE
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,Niemals Schuld an einem Tag im Leben ur. Gute Tage geben u Glück. Schlechte Tage geben u Erfahrung. Beide sind wesentlich im Leben! Alle sind Gottes Segen! Guten Morgen.:,Les bons jours nous donnent le bonheur. Les mauvais jours nous donnent l'expérience. Tous deux sont essentiels dans la vie! Tous sont des bénédictions de Dieu! Bonjour.:
ham,Normally i use to drink more water daily:),Normalerweise benutze ich täglich mehr Wasser zu trinken:),"Normalement, j'utilise pour boire plus d'eau chaque jour:)"
ham,Dare i ask... Any luck with sorting out the car?,"Ich frage dich, ob du Glück hast, das Auto sortieren zu können?",Est-ce que j'ai de la chance de trier la voiture?
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more","Party ist bei mir bei usf, keine Gebühr (aber wenn Sie in irgendeiner Weise beitragen kann es sehr geschätzt) und ja, wir haben Platz für eine weitere","La fête est à ma place chez usf, sans frais (mais si vous pouvez contribuer d'une manière ou d'une autre, c'est très apprécié) et oui, nous avons de la place pour un autre"
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).","Urgh, Trainer heiß, riecht nach Chip Fett! Nochmals vielen Dank, vor allem für die Bettdecke (nicht ein prädiktives Textwort).","Urgh, coach chaud, sent la graisse de puce! Merci encore, surtout pour la couette (pas un mot de texte prédictif)."
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,Hiya. Wie war gestern Abend? Ich war ungezogen und kaufte mir Kleidung und sehr wenig... Bereit für mehr Shopping tho! Welche Art von Zeit wollen Sie treffen?,Comment c'était hier soir? J'ai été coquine et je me suis acheté des vêtements et très peu... Prêt pour plus de shopping tho! Quel genre de temps voulez-vous rencontrer?
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,FreeMsg Hallo Baby Wow bekam gerade eine neue Cam Moby. Möchten C ein heißes Bild? oder Lust auf einen Chat?Im w8in 4uTxt / rply CHAT zu 82242 Hlp 08712317606 Msg150p 2rcv,FreeMsg Hi bébé wow vient d'obtenir une nouvelle came moby. Wanna C une photo chaude? ou Fancy a chat?Im w8in 4uTxt / rply CHAT à 82242 Hlp 08712317606 Msg150p 2rcv
ham,I've been trying to reach him without success,"Ich habe versucht, ihn ohne Erfolg zu erreichen.",J'ai essayé de le joindre sans succès.
ham,when you and derek done with class?,Als du und Derek mit dem Unterricht fertig wart?,Quand vous et Derek avez fini la classe?
ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,Nie du lei... ich v faul... habe wat? Dat Tag u schicken mir da url cant arbeiten ein...,Je n'ai jamais... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai...
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,"Versuchen Sie nie allein, um das Gewicht einer Träne, die aus ur Herz kommt und fällt durch ur Augen... Immer daran denken, ein STUPID FRIEND ist hier, um zu teilen...",N'essayez jamais seul de prendre le poids d'une déchirure qui sort de votre cœur et tombe à travers vos yeux... Souvenez-vous toujours qu'un FRIEND STUPIDE est là pour partager... BSLVYL
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,Hey Kumpel. Sprecher der mag people. Wir sind auf. die geliefert wird bis Ende des Monats. Lieferung am 24. Sept. Gespräch später.,"Hé mon pote, parle aux gens de la mag. On est prêts à livrer d'ici la fin du mois, livre le 24 sept. Parle plus tard."
ham,Hope you are having a good week. Just checking in,"Ich hoffe, Sie haben eine gute Woche.",J'espère que vous passez une bonne semaine.
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack","Haha, mein Freund Tyler fragte buchstäblich nur, ob Sie ihm einen Dubsack besorgen könnten","Haha, mon ami Tyler vient littéralement de demander si tu pouvais lui trouver un dubsack"
ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,Hey! do u fancy meetin me at 4 at cha -Hav ein lil Getränk auf mich. wenn nicht txt oder Ring mich und wir treffen können l8r. ziemlich müde kam bei 3 v.pist ;) Liebe Pete x x x,Hey! faire u fantaisie me rencontrer à 4 à la cha φ hav a lil boisson sur moi. si pas txt ou me sonner et nous pouvons rencontrer l8r. assez fatigués est entré à 3 v.pist ;) amour Pete x x x
ham,Great. Have a safe trip. Dont panic surrender all.,"Gute Reise, keine Panik, ergebt euch.","Bon, faites un bon voyage, ne paniquez pas."
ham,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your","SYMPTOMS, wenn U verliebt sind: ""1.U wie hören Songs 2.U erhalten gestoppt, wo u sehen den Namen Ihrer geliebten 3.U wird nicht wütend, wenn Ihre","SYMPTOMS quand U sont amoureux: ""1.U comme écouter des chansons 2.U obtenir arrêté où u voir le nom de votre bien-aimé 3.U ne sera pas en colère lorsque votre"
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...,"Sonne ah... thk mayb kann, wenn du nichts haben an... thk müssen e Lektion buchen... ie Pilates ist im Obstgarten mrt u noe hor...",Sun ah... Thk mayb peut si Dun ont quelque chose sur... Thk doivent réserver e leçon... E pilates est au verger mrt u noe hor...
ham,Try to do something dear. You read something for exams,"Versuchen Sie, etwas zu tun Liebe. Sie lesen etwas für Prüfungen",Essayez de faire quelque chose de cher.
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear","7 Wunder in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Persönlichkeit 3rd Ur Nature 2nd Ur SMS und 1. ""Ur Lovely Friendship""... guten Morgen","7 merveilles dans My WORLD 7th You 6th Ur style 5th Ur sourire 4th Ur Personnalité 3rd Ur Nature 2nd Ur SMS et 1st ""Ur Lovely Friendship""... bonjour cher"
ham,Gettin rdy to ship comp,Gettin rdy zu versenden comp,Gettin rdy à l'expédition comp
ham,I am in hospital da. . I will return home in evening,Ich bin im Krankenhaus da.. Ich werde am Abend nach Hause zurückkehren,Je suis à l'hôpital. Je rentrerai chez moi dans la soirée.
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),"PISS TALKING ist jemand, der es wirklich wahrnimmt, der das hier sieht. (NICHT LESEN SIE ES ZURÜCK)","PISS parle, c'est quelqu'un qui se rend compte que c'est ça."
ham,Think + da. You wil do.,Denken Sie + da. Das werden Sie tun.,Réfléchissez + da.
ham,I'm awake oh. What's up.,"Ich bin wach, was ist los?","Je suis réveillé, quoi de neuf."
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,Guten Tag mein Jungetoy. Wie geht das Wandern hier und da Tag? Haben Sie die Polizei abstrakt? Sind Sie immer noch aus und über? Ich wache und vermisse dich Babe,Bonjour mon petit jouet. Comment se passe cette promenade ici et là jour? Avez-vous obtenu ce résumé de la police? Êtes-vous toujours dehors et environ? Je me réveille et vous manquez bébé
ham,How much u trying to get?,Wie viel u versuchen zu bekommen?,Combien tu essaies d'obtenir?
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time","Kommen Sie um &lt;DECIMAL&gt; pm vikky..i'm otside nw, il kommen durch die Zeit","Venez autour de &lt;DECIMAL&gt; pm vikky..i'm otside nw, il vient à l'heure"
ham,Tell me again what your address is,"Sagen Sie mir noch einmal, was Ihre Adresse ist",Dites-moi encore quelle est votre adresse.
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)","Honeybee sagte: * Ich bin d Sweetest in d World* Gott lachte und sagte: * Warte, U Havnt Met d Person Lesen dieser Msg* MORAL: Sogar GOTT kann Witze knacken! GM+GN+GE+GN:)","Honeybee a dit: *Je suis d Sweetest in d World* God Laughed &amp; dit: *Wait,U Havnt Met d Person Lire cette Meg* MORAL: Même DIEU peut cracker des jokes! GM+GN+GE+GN:)"
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,"Sollte ich ihm eine Brombeere fette 2 oder Fackel kaufen. Sollte ich ihn neu kaufen oder verwendet. Lassen Sie mich wissen. Plus sagen Sie, ich sollte kaufen die &lt;#&gt; g wifi ipad. Und was sagen Sie über die über die &lt;#&gt; g?",Devrais-je lui acheter une mûre bold 2 ou torche. Devrais-je l'acheter neuf ou utilisé. Faites-moi savoir. Plus êtes-vous dire que je devrais acheter le &lt;#&gt; g wifi ipad. Et que dites-vous sur le &lt;#&gt; g?
ham,But you were together so you should be thinkin about him,"Aber du warst zusammen, also solltest du an ihn denken.",Mais vous étiez ensemble pour qu'on pense à lui.
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,"hiya wie geht es in sonnigen africa? hope u r avin eine gute Zeit. geben, dass große alte Silber zurück einen großen Kuss von mir.",hiya comment ça se passe en afrique ensoleillée? Espérons que u r avin un bon moment. Rends à ce grand vieux argent un gros baiser de ma part.
ham,At WHAT TIME should i come tomorrow,Zu welcher Zeit sollte ich morgen kommen?,À QUEL TEMPS dois-je venir demain
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,Wollen Sie lachen? Testen Sie CHIT-CHAT jetzt auf Ihrem Handy! Logon durch txting das Wort: CHAT und senden Sie es an Nr: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,Vous voulez rire? Essayez CHIT-CHAT sur votre mobile maintenant! Logon en txting le mot: CHAT et envoyez-le au n°: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ","QUITIAMUZING, DASS KOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LIEBE JEN XXX. PSXTRA LRG PORTIONS 4 MICH BITTE","CHA QUITAMUZING THÈMES SCOOL BABE,PROBOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME S'IL VOUS plaît"
ham,Omg how did u know what I ate?,"Omg woher wusste ich, was ich gegessen habe?",Comment sais-tu ce que j'ai mangé?
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,"URGENT! Dies ist der zweite Versuch, Kontakt U!U haben WON $1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50",URGENT! C'est la 2ème tentative de contacter U!U ont WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7.50
ham,:( but your not here....,:( aber Ihr nicht hier....,:( mais votre pas ici....
ham,Not directly behind... Abt 4 rows behind ü...,Nicht direkt hinter... Abt 4 Reihen hinter u...,Pas directement derrière... Abt 4 rangs derrière ü...
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Herzlichen Glückwunsch ur vergeben 500 CD-Gutscheine oder 125gift garantiert & Freier Eintritt 2 100 wkly ziehen txt MUSIC bis 87066,Félicitations ur récompensé 500 de bons CD ou 125 cadeaux garantis & Entrée gratuite 2 100 wkly tirage txt MUSIC à 87066
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records","Hatten Sie Ihren Vertrag mobile 11 Mnths? Neueste Motorola, Nokia etc. alle GRATIS! Doppel Mins & Text auf Orange Tarife. TEXT JA für Rückruf, nein aus Aufzeichnungen entfernen","Avez-vous eu votre contrat mobile 11 Mnths? Dernier Motorola, Nokia etc. tout GRATUIT! Double Mins & Texte sur les tarifs orange. TEXTE OUI pour rappel, non à supprimer des enregistrements"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",Dringend! Rufen Sie 09066350750 aus Ihrem Festnetz. Ihre kostenlose 4 * Ibiza Urlaub oder 10.000 Bargeld warten Sammlung SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+,Urgent! téléphonez au 09066350750 de votre ligne fixe. Votre 4* Ibiza Vacances ou 10 000 espèces en attente de la collecte SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+
ham,No plans yet. What are you doing ?,Noch keine Pläne.,Qu'est-ce que tu fais?
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,"Hallo....Mein Engagement wurde auf &lt;#&gt; s des nächsten Monats. Ich weiß, seine wirklich schockierend bt....hmm njan vilikkam....t ws al einer sudn;-(.",Salut....Mon engagement a été corrigé sur &lt;#&gt; le mois prochain. Je sais qu'il est vraiment choquant bt....hmm njan vilikkam....t ws al d'un sudn;-(.
ham,Not course. Only maths one day one chapter with in one month we can finish.,Nur Mathe eines Tages ein Kapitel mit in einem Monat können wir beenden.,Il n'y a qu'un seul chapitre de maths avec un mois de fin.
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),"Wow dachte nicht, dass es so üblich war. Ich nehme es alles zurück ur kein Freak! Es sei denn, u hacken Sie es ab:-)",Wow ne pensait pas que c'était si commun. Je reprends tout pas un monstre! A moins que u couper:-)
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk","Für die Chance, eine £250 wkly Einkaufstour zu gewinnen TXT: SHOP bis 80878. T's&C www.txt-2-shop.com custcare 08715705022, 1x150p/wk","Pour votre chance de gagner un £250 wkly shopping spree TXT: SHOP à 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,"Das Letzte, was ich brauche, ist Stress.","La dernière chose dont j'ai besoin, c'est le stress."
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,"U haben einen geheimen Admirer, der 2 sucht, nehmen Kontakt mit U-find heraus, wer sie R*enthüllen, der UR so besonderen Anruf auf 09065171142-stopsms-08718727870150ppm denkt",U ont un amiral secret qui cherche 2 faire contact avec U-find qui ils R*revel qui pense UR si spécial-appel sur 09065171142-stopsms-08718727870150ppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876","Mila, Alter23, blond, neu in UK. Ich sehe Sex mit UK Jungs. wenn u wie Spaß mit mir. Text MTALK zu 69866.18. 30pp/txt 1st 5free. £1.50 Inkremente. Hilfe08718728876","Mila, âge23, blonde, nouveau au Royaume-Uni. Je regarde le sexe avec les gars au Royaume-Uni. si vous aimez s'amuser avec moi. Texte MTALK à 69866.18. 30pp/txt 1st 5free. £1.50 incréments. Help08718728876"
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg","Ich werde sehen, ob ich in ein bisschen vorbeikommen kann, habe ein paar Dinge zu erledigen hier Firsg","Je vais voir si je peux passer un peu, j'ai des choses à régler ici."
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),"Ich wollte dir ein glückliches neues Jahr wünschen und ich wollte mit dir über einige rechtliche Ratschläge sprechen, um mit zu tun, wenn Gary und ich aber persönlich aufbrachen. Ich werde eine Reise nach Ptbo dafür machen. Ich hoffe, alles ist gut mit dir Babe und ich liebe dich :)",Je voulais vous souhaiter une bonne année et je voulais vous parler de quelques conseils juridiques à propos de quand Gary et moi nous sommes séparés mais en personne. Je vais faire un voyage à Ptbo pour cela. J'espère que tout va bien avec vous bébé et je vous aime :)
ham,Have you not finished work yet or something?,Hast du die Arbeit noch nicht beendet?,Tu n'as pas encore fini le travail?
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,"Morgen werde ich nicht ins Theater gehen... Also kann ich kommen, wo immer ich mich anrufe... Sag mir, wo und wann ich morgen kommen soll","Demain, je ne vais pas au théâtre... Pour que je puisse venir où que tu m'appelles... Dites-moi où et quand venir demain."
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,"Gut gemacht ENGLAND! Holen Sie sich die offizielle Poly Klingelton oder Farbflagge auf Ihrem Handy! Text TONE oder FLAG zu 84199 JETZT! Opt-out txt ENG STOP. Box39822 W111WX £1,50",Bien joué ENGLAND! Obtenez la sonnerie poly officielle ou drapeau de couleur sur yer mobile! texte TONE ou FLAG à 84199 MAINTENANT! Optez pour Txt ENG STOP. Box39822 W111WX £1.50
ham,Right it wasnt you who phoned it was someone with a number like yours!,"Richtig, du warst es nicht, der angerufen hat, es war jemand mit einer Nummer wie deiner!",C'est vrai que tu n'as pas appelé quelqu'un avec un numéro comme le tien!
ham,It's ok i wun b angry. Msg u aft i come home tonight.,Msg u after ich komme heute Abend nach Hause.,"C'est bien que je sois en colère, Msg u aft je rentre ce soir."
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,"Ich hatte auch eine gute Zeit. Es ist schön, etwas anderes mit meinen Wochenenden für eine Abwechslung zu tun. Bis bald",J'ai passé un bon moment aussi. C'est sympa de faire quelque chose d'un peu différent avec mes week-ends pour changer.
ham,Yo sorry was in the shower sup,"Tut mir leid, war in der Dusche sup",Désolé d'être dans la douche.
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit","Carlos ist unten, aber ich muss es von ihm abholen, also schaue ich bei uns vorbei.","Carlos est à terre, mais je dois le récupérer, alors je vais passer par nousf dans un peu"
ham,Full heat pa:-) i have applyed oil pa.,Volle Hitze pa:-) habe ich Öl pa angewendet.,Chaleur totale pa:-) j'ai appliqué l'huile pa.
ham,I'm stuck in da middle of da row on da right hand side of da lt...,Ich stecke da in der Mitte von da Reihe auf da rechte Seite von da lt...,Je suis coincé au milieu de la rangée de da sur le côté droit de da...
ham,Have you laid your airtel line to rest?,"Haben Sie Ihre Airtel-Linie gelegt, um sich auszuruhen?",Avez-vous posé votre ligne d'aérotel pour vous reposer?
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,Hi did u entscheidung wot 2 erhalten 4 seine bday wenn nicht krank prob jus erhalten Sie ihm einen Gutschein frm Jungfrau oder summing,Bonjour u a décidé wot 2 obtenir 4 son bday si pas mal prob jus lui obtenir un bon frm vierge ou de récapitulation
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,FreeMsg: Txt: CALL to No: 86888 & fordern Sie Ihre Belohnung von 3 Stunden Gesprächszeit von Ihrem Telefon jetzt zu verwenden! Abonnieren6GBP/mnth inc 3hrs 16 stop?txtStop,FreeMsg: Txt: CALL to No: 86888 & réclamer votre récompense de 3 heures de temps de conversation à utiliser depuis votre téléphone maintenant! S'abonner6GBP/mnth inc 3hrs 16 stop?txtStop
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx","Hey j! r u Gefühl irgendwie besser, hoffnungSo hunny. ich bin jetzt das Gefühl, krank & ich denke, ich kann Tonnenolitusaswell haben! verdammt iam lagin in bettereal gelangweilt. lotsof luv me xxxx","Hey j! r u sentir n'importe quel mieux, espoirSo hunny. Je me sens maintenant malade & ithink j'ai peut-être des tonnesolitusaswell! dam iam layin in bedreal s'ennuie. beaucoup de luv me xxxx"
ham,And I don't plan on staying the night but I prolly won't be back til late,"Und ich plane nicht, die Nacht zu bleiben, aber ich werde nicht bis spät zurück sein.","Et je n'ai pas prévu de rester la nuit, mais je ne serai pas de retour jusqu'à tard."
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,THANX 4 PUTTIN DA FONE auf mich herunter!!,MERCI 4 PUTTIN DA FONE DONNÉ SUR MOI!!
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?","Ich brauche eine Achte, aber ich bin nicht auf dem Campus, könnte ich in ein oder zwei Stunden abheben?","J'ai besoin d'un 8ème mais je suis hors campus atm, puis-je prendre dans une heure ou deux?"
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...","Oh... Haha... Denen, die wir heute auch geschrumpft hatten... Mann, nvm la... Kaiez, ich weiß nicht, warum Jazz-Oso... ängstlich HipHop Open Cant aufholen...","Oh... Haha... Den que nous étions allés aujourd'hui aussi... Gee, nvm la... Kaiez, j'ai l'esprit goin jazz oso... Scared hiphop open ne peut pas rattraper..."
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,"Laufen, aber nur 5 Minuten geschafft und dann benötigt Sauerstoff! Vielleicht müssen auf die Roller-Option zurückgreifen!",En cours d'exécution mais seulement géré 5 minutes et puis besoin d'oxygène! Peut-être avoir recours à l'option de rouleau!
ham,We live in the next  &lt;#&gt; mins,Wir leben in den nächsten &lt;#&gt;-Minuten,Nous vivons dans les prochaines minutes de &lt;#&gt;
ham,Y de asking like this.,Y de fragt so.,Tu demandes comme ça.
ham,Just glad to be talking to you.,"Schön, mit dir zu reden.",Content de te parler.
ham,Wat time ü finish?,Zeit zu beenden?,C'est le temps qu'il faut pour finir?
ham,Sorry da. I gone mad so many pending works what to do.,"Tut mir leid, ich bin so verrückt geworden, dass so viele ausstehende Arbeiten funktionieren, was zu tun ist.","Désolé, je suis devenu fou de tant de travaux en cours que de faire."
ham,How much you got for cleaning,Wie viel hast du für die Reinigung?,Combien tu as eu pour le nettoyage
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,Wie ist meine Lieblingsperson heute? r u hart arbeiten? konnte nicht wieder schlafen letzte nite fast klingelte u um 4.30,"Comment ma personne préférée aujourd'hui? r u travailler dur? ne pouvait pas dormir à nouveau la dernière nite presque a sonné u à 4,30"
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,"Sunshine Quiz! Gewinnen Sie einen Super Sony DVD Recorder, wenn Sie die Hauptstadt von Australien benennen können? Text MQUIZ bis 82277. B",Sunshine Quiz! Gagnez un super enregistreur de DVD Sony si vous pouvez nommer la capitale de l'Australie? Texte MQUIZ à 82277. B
ham,Ü called dad oredi...,Ü rief Dad Oredi an...,Ü a appelé papa Oredi...
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,"Meinst du, du könntest mir ein paar Pix schicken?",Tu pourrais m'envoyer un pix?
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,Nvm... ich werde sowieso meine Sportschuhe tragen... ich werde spät dran sein.,Je vais porter mes chaussures de sport de toute façon... je vais être en retard.
ham,"Sorry, I'll call later In meeting.","Tut mir leid, ich rufe später beim Treffen an.","Désolé, j'appellerai plus tard en réunion."
ham,THIS IS A LONG FUCKIN SHOWR,Das ist eine lange Scheiße.,C'est un gros coup de feu.
ham,"Received, understood n acted upon!","Empfangen, verstanden und gehandelt!","Reçu, compris n a agi!"
ham,They finally came to fix the ceiling.,"Sie kamen endlich, um die Decke zu reparieren.",Ils sont finalement venus réparer le plafond.
ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....","Ich brauche meine Presnts immer bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha ""Das mns prabha is'LOVE' Have it.","""Jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'Que mns prabha is'LOVE' J'ai compris. Ne me méprenez pas...."
ham,Jus finish blowing my hair. U finish dinner already?,Jus hat mir die Haare gepustet.,Jus a fini de me souffler les cheveux.
ham,I'm on the bus. Love you,Ich bin im Bus.,Je suis dans le bus.
ham,Lol ... I knew that .... I saw him in the dollar store,"Lol... Ich wusste, dass.... Ich sah ihn im Dollargeschäft",Lol... je savais que.... Je l'ai vu dans le magasin de dollars
